mode,method_name,budget_mode,compression_mode,query_id,docs_used,prompt_tokens,completion_tokens,total_tokens,token_source,generation_time_ms,answer_f1,answer_coverage,semantic_similarity,ndcg_at_10,mrr_at_10,selected_doc_ids,answer,fallback_used,fallback_reason,first_pass_tokens,fallback_tokens
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_3617,2,481,80,561,provider,6729,0.330709,0.294118,0.676441,0.469279,1.0,"[""bioasq_17205086"", ""bioasq_23786024""]","The documents suggest that the aim of iodine prophylaxis is to protect against intake of radioactive iodine isotopes, particularly in situations where such release may occur due to accidents with nuclear reactors. However, it should be noted that this is not the only aim as other countermeasures like sheltering and evacuation also play a role (Document 1). In",False,ultra_route:focused_or_concentrated,561,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_3206,0,74,31,105,provider,2826,0.193548,0.205128,0.693694,0.0,0.0,[],"The provided documents do not contain information about 5 key questions in human performance modeling. Therefore, I cannot provide an answer based on the given documents.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_3206,3,1200,39,1239,provider,13476,0.22,0.25641,0.651557,1.0,1.0,"[""bioasq_29531424"", ""bioasq_22005615"", ""bioasq_17463177""]","The documents provided do not contain information about 5 key questions in human performance modeling outside of the ones mentioned in Document 1. Therefore, I cannot provide additional key questions from these documents.",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,bioasq_3206,5,4096,80,4176,provider,44916,0.308943,0.358974,0.381136,1.0,1.0,"[""bioasq_29531424"", ""bioasq_22005615"", ""bioasq_17463177"", ""bioasq_23074401"", ""bioasq_15846065""]","Based on the provided documents, the following are the key research questions or topics that are frequently asked or addressed:

1. What is the laboratory performance of a specific test or technology? (e.g., Oncotype-DX)
2. How reliable is a specific test or technology (repeatability and reproducibility)?
3. How often does a specific test fail",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,bioasq_3206,7,4096,80,4176,provider,45843,0.232558,0.179487,0.102497,1.0,1.0,"[""bioasq_29531424"", ""bioasq_22005615"", ""bioasq_17463177"", ""bioasq_23074401"", ""bioasq_15846065"", ""bioasq_23003992"", ""bioasq_20158590""]","The documents provided discuss various topics related to biology and technology. Here is a summary of each document:

1. Document 1 discusses the use of CRISPR-Cas9 gene editing in plants for improving crop yield and resistance to diseases, as well as potential ethical concerns and regulatory challenges.
2. Document 2 describes a study on the effects of a specific protein called",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,bioasq_3206,10,4096,80,4176,provider,46229,0.241935,0.179487,0.043357,1.0,1.0,"[""bioasq_29531424"", ""bioasq_22005615"", ""bioasq_17463177"", ""bioasq_23074401"", ""bioasq_15846065"", ""bioasq_23003992"", ""bioasq_20158590"", ""bioasq_21315458"", ""bioasq_26305296"", ""bioasq_21993037""]","The provided texts discuss various topics related to biology, medicine, and sports. Here's a summary of each text:

1. The text discusses the role of haspin, a newly identified kinase that plays a crucial role in chromosome segregation during cell division. It also outlines possible mechanisms of haspin action and the function of histone phosphorylation in",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_3206,7,4096,80,4176,provider,46306,0.272,0.230769,0.154034,1.0,1.0,"[""bioasq_29531424"", ""bioasq_22005615"", ""bioasq_17463177"", ""bioasq_23074401"", ""bioasq_15846065"", ""bioasq_23003992"", ""bioasq_20158590""]","The documents provided discuss various topics related to biology and technology. Here is a summary of each document:

1. Document 1 discusses a study on the use of CRISPR-Cas9 gene editing in human embryos, focusing on ethical considerations and potential risks and benefits.
2. Document 2 presents research on the role of a protein called haspin in",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_3206,1,282,80,362,provider,9431,0.923077,0.923077,0.990143,0.613147,1.0,"[""bioasq_29531424""]","The 5 key questions in human performance modeling are:
1) Why we build models of human performance;
2) What the expectations of a good human performance model are;
3) What the procedures and requirements in building and verifying a human performance model are;
4) How we integrate a human performance model with system design; and
5) What the possible future directions of human",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_3206,3,956,80,1036,provider,14986,0.732824,0.74359,0.930796,1.0,1.0,"[""bioasq_29531424"", ""bioasq_22005615"", ""bioasq_17463177""]","The documents provide information about two sets of key questions, but only one is related to human performance modeling. The five key questions in human performance modeling are:

1) Why we build models of human performance;
2) What the expectations of a good human performance model are;
3) What the procedures and requirements in building and verifying a human performance model are;
4) How",False,,1036,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_3206,2,385,80,465,provider,9714,0.946565,0.948718,0.990404,1.0,1.0,"[""bioasq_29531424"", ""bioasq_22005615""]","The five key questions in human performance modeling are:
1) Why we build models of human performance;
2) What the expectations of a good human performance model are;
3) What the procedures and requirements in building and verifying a human performance model are;
4) How we integrate a human performance model with system design; and
5) What the possible future directions of human performance",False,,465,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_3206,2,385,80,465,provider,7062,0.946565,0.948718,0.990404,1.0,1.0,"[""bioasq_29531424"", ""bioasq_22005615""]","The five key questions in human performance modeling are:
1) Why we build models of human performance;
2) What the expectations of a good human performance model are;
3) What the procedures and requirements in building and verifying a human performance model are;
4) How we integrate a human performance model with system design; and
5) What the possible future directions of human performance",False,ultra_route:focused_or_concentrated,465,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_4564,0,80,33,113,provider,3142,0.210526,0.25,0.740694,0.0,0.0,[],The evidence is insufficient as the provided documents do not mention any specific condition or disease caused by biallelic variants in PCDHGC4.,False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_4564,3,1486,28,1514,provider,15743,0.235294,0.25,0.655609,0.0,0.0,"[""bioasq_29374079"", ""bioasq_32520777"", ""bioasq_30291343""]",The provided documents do not contain enough evidence to determine what is caused by biallelic variants in PCDHGC4.,False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,bioasq_4564,5,2118,28,2146,provider,8475,0.235294,0.25,0.655609,0.0,0.0,"[""bioasq_29374079"", ""bioasq_32520777"", ""bioasq_30291343"", ""bioasq_30079523"", ""bioasq_29531424""]",The provided documents do not contain enough evidence to determine what is caused by biallelic variants in PCDHGC4.,False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,bioasq_4564,7,3539,41,3580,provider,17712,0.227273,0.3125,0.694017,0.0,0.0,"[""bioasq_29374079"", ""bioasq_32520777"", ""bioasq_30291343"", ""bioasq_30079523"", ""bioasq_29531424"", ""bioasq_32813947"", ""bioasq_23150908""]","The provided documents do not mention any connection between biallelic variants in PCDHGC4 and any specific condition or effect. Therefore, the evidence is insufficient to answer the question.",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,bioasq_4564,10,4096,80,4176,provider,45872,0.092308,0.1875,0.310103,0.0,0.0,"[""bioasq_29374079"", ""bioasq_32520777"", ""bioasq_30291343"", ""bioasq_30079523"", ""bioasq_29531424"", ""bioasq_32813947"", ""bioasq_23150908"", ""bioasq_22630332"", ""bioasq_26657631"", ""bioasq_27358062""]","The documents discuss various topics related to genetics, pharmacogenomics, and Alzheimer's disease. Here is a summary of each document:

1. Discusses the role of regulatory elements in drug response and the use of next-generation sequencing (NGS) technologies to understand their impact on drug targets, transporters, and enzymes.",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_4564,5,2118,28,2146,provider,22475,0.235294,0.25,0.655609,0.0,0.0,"[""bioasq_29374079"", ""bioasq_32520777"", ""bioasq_30291343"", ""bioasq_30079523"", ""bioasq_29531424""]",The provided documents do not contain enough evidence to determine what is caused by biallelic variants in PCDHGC4.,False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_4564,1,600,75,675,provider,6518,0.185185,0.3125,0.592942,0.0,0.0,"[""bioasq_29374079""]","Enhanced risk of developing Systemic Lupus Erythematosus (SLE) and other autoimmune disorders is caused by biallelic variants in TLR7, not PCDHGC4. The document does not mention any connection between biallelic variants in PCDHGC4 and any disease or condition.",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_4564,3,1101,47,1148,provider,13602,0.208333,0.3125,0.780954,0.0,0.0,"[""bioasq_29374079"", ""bioasq_32520777"", ""bioasq_30291343""]",The evidence is insufficient to determine what is caused by biallelic variants in PCDHGC4 as none of the provided documents mention this specific gene or any conditions associated with its biallelic variants.,False,,1148,0
coverage_guided_ultra,Coverage-Guided Ultra,coverage_guided_ultra,coverage_guided_ultra,bioasq_4564,2,519,44,563,provider,7840,0.212766,0.3125,0.769128,0.0,0.0,"[""bioasq_29374079"", ""bioasq_30079523""]","The evidence is insufficient to determine what is caused by biallelic variants in PCDHGC4, as neither of the provided documents mention this specific gene or any conditions associated with its variants.",False,,563,0
task_aware_coverage_ultra,TACER,task_aware_coverage_ultra,task_aware_ultra,bioasq_4564,2,519,44,563,provider,3779,0.212766,0.3125,0.769128,0.0,0.0,"[""bioasq_29374079"", ""bioasq_30079523""]","The evidence is insufficient to determine what is caused by biallelic variants in PCDHGC4, as neither of the provided documents mention this specific gene or any conditions associated with its variants.",False,ultra_route:focused_or_concentrated,563,0
no_retrieval_full,No Retrieval,no_retrieval,full,bioasq_1693,0,73,35,108,provider,3324,0.024096,0.071429,0.056824,0.0,0.0,[],"The provided documents do not contain information about the components of the CRSP/Med complex. Therefore, I cannot provide a definitive answer as the evidence is insufficient.",False,,0,0
fixed_3_full,Fixed Small Context,fixed_3,full,bioasq_1693,3,1021,80,1101,provider,15706,0.019231,0.071429,0.284504,0.469,1.0,"[""bioasq_15195149"", ""bioasq_15175162"", ""bioasq_12050112""]","Based on the provided documents, the components of the CRSP/Med complex include subunits that interact with different regulatory proteins such as VP16, SREBP-1a, thyroid hormone receptor (TR), vitamin D receptor (VDR), Med220, and Med70. However, it is important to note that the documents mention a specific",False,,0,0
fixed_5_full,Fixed Medium Context,fixed_5,full,bioasq_1693,5,1631,80,1711,provider,12952,0.036036,0.071429,0.261989,0.648932,1.0,"[""bioasq_15195149"", ""bioasq_15175162"", ""bioasq_12050112"", ""bioasq_11834832"", ""bioasq_10377381""]","Based on the provided documents, the components of the CRSP/Med complex include several subunits. However, the exact number and names of all the subunits are not explicitly listed in the documents. The documents mention the following subunits: Med220, Med70, and possibly others that are shared with other cofactor complexes. Additionally, some activators like VP16",False,,0,0
fixed_7_full,Fixed Large Context,fixed_7,full,bioasq_1693,7,2490,80,2570,provider,15489,0.123711,0.214286,0.310662,0.800694,1.0,"[""bioasq_15195149"", ""bioasq_15175162"", ""bioasq_12050112"", ""bioasq_11834832"", ""bioasq_10377381"", ""bioasq_9989412"", ""bioasq_24820420""]","The documents provide information about several subunits that are part of the CRSP/Med complex, including but not limited to: Med220, Med70, CRSP33 (homologue of yeast mediator subunit Med7), CRSP150 (contains a domain conserved in yeast mediator subunit Rgr1), CRSP p200",False,,0,0
fixed_10_full,Fixed Full Context,fixed_10,full,bioasq_1693,10,4096,80,4176,provider,46137,0.102564,0.214286,0.352398,0.800694,1.0,"[""bioasq_15195149"", ""bioasq_15175162"", ""bioasq_12050112"", ""bioasq_11834832"", ""bioasq_10377381"", ""bioasq_9989412"", ""bioasq_24820420"", ""bioasq_15835099"", ""bioasq_12034751"", ""bioasq_27801734""]","The provided documents mainly discuss various biological and medical topics, but none of them directly list the components of the Mediator complex (which is a cohesin complex) except for Document 9, where STAG2 is mentioned as a subunit of the cohesin complex. However, the Mediator complex in question is not specified to be the one from the provided documents, and it",False,,0,0
heuristic_rules_full,Heuristic Rules,heuristic_rules,full,bioasq_1693,5,1631,80,1711,provider,21984,0.036036,0.071429,0.261989,0.648932,1.0,"[""bioasq_15195149"", ""bioasq_15175162"", ""bioasq_12050112"", ""bioasq_11834832"", ""bioasq_10377381""]","Based on the provided documents, the components of the CRSP/Med complex include several subunits. However, the exact number and names of all the subunits are not explicitly listed in the documents. The documents mention the following subunits: Med220, Med70, and possibly others that are shared with other cofactor complexes. Additionally, some activators like VP16",False,,0,0
adaptive_k_full,Adaptive-k,adaptive_k,full,bioasq_1693,2,713,80,793,provider,7414,0.019231,0.071429,0.272427,0.358954,1.0,"[""bioasq_15195149"", ""bioasq_15175162""]","Based on the provided documents, the components of the CRSP/Med complex include multiple subunits. Specifically mentioned are Med220 and Med70 (in Document 2), as well as other subunits that different activators bind to, such as those targeted by VP16, SREBP-1a, thyroid hormone receptor (TR), and vitamin",False,,0,0
answer_aware_fallback,Safe Adaptive Context,answer_aware_fallback,compact_then_full_fallback,bioasq_1693,3,644,80,724,provider,12420,0.035714,0.142857,0.377952,0.469,1.0,"[""bioasq_15195149"", ""bioasq_15175162"", ""bioasq_12050112""]","Based on the provided documents, the components of the CRSP/Med complex include multiple subunits, but specific names are not explicitly mentioned. However, it is known that the complex regulates transcription by mediating signals between enhancer-bound factors (activators) and the core transcriptional machinery (Document 2). Additionally, there is a reference to a stable, endogenous CR",False,,724,0
